title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
The Camel Trail,Peter J. Merrigan,"The story of a family on the edge, and another not far behind.Sarah Catchpole was raped and beaten by her husband one too many times. When Frankie is sent to prison, Sarah and her young son, Kevin, flee London and start over in the sleepy town of Padstow, Cornwall. They meet their new neighbours and their son, Martin, who is slowly dying from muscular dystrophy. He's almost wheelchair-bound but ever hopeful of being able to walk unaided the full length of The Camel Trail, an eleven-mile stretch of scenic path near the coast.But when Frankie is released from prison and tracks them down, the unrelenting chase that ensues is a race against time before Martin’s condition deteriorates. With Kevin and Martin missing, Sarah and Martin’s parents are plunged headlong into a fight for their boys’ survival and, ultimately, for their own redemption.",[],4.11,88 ratings,17 reviews,44,,17,4,3
Allure of Oartheca,James Siewert,"A space-heist gone wrong. An unexpected romance. A galactic catastrophe in the making.""Thrilling high-octane action, danger around every corner, and steamy romance"" - K.C. Finn for Reader's Favorite ReviewsIn the furthest reaches of space, a cyber-thief with a heart of gold meets a ex-navy captain who refuses to be beaten. Though they’re from opposite ends of the galaxy, fate slams these two men together in desperate bid to stop a race of elitist cannibals from destroying all these men hold dear. But their foe is not the only danger our two heroes face – an Allure that whispers promises of rapture, and destruction. If our heroes give in, they lose, if they give up, they lose … and the fate of the galaxy rests in the balance.In the spirit of high-space adventure, with a touch of charming romance, Allure of Oartheca is a love song to the science fiction genre, placing two men who love men at the forefront of a battle of their past, their present, and – if they’re brave enough, if they’re bold enough – their future. Come share an adventure full of authentic, one-of-a-kind characters, fantastic new worlds, rich imagination and genuine hope in the face of heart-pounding action.Join the adventure in Allure of Oartheca, and discover how hatred and war are not the only ways to destruction.Advisory: this book contains scenes of explicit male/male romance, sex and sexuality, and is recommended only for readers ages 18+.",[],4.56,80 ratings,32 reviews,53,20,6,1,0
Out of Season,Steven F. Havill,"Elderly Undersherrif Bill Gastner, in Posadas County, New Mexico, is about to lose his vaulable deputy when she goes to Minnesota with her doctor husband. But his life becomes far more complicated than the loss of Estelle when his boss, the sheriff, dies in a private plane crash piloted by his brother-in-law. Questions about why the men were flying (the sheriff hated to fly) in bad weather are overshadowed when the coroner finds that the pilot was killed by gun shots from the ground through the bottom of the plane, and the sheriff could not pilot it down safely.",[],4.05,"1,291 ratings",41 reviews,495,519,170,,47
Lies Come Easy,Steven F. Havill,"One blizzardy New Mexico night, Posadas County Deputy Pasquale picks up a toddler scooting his Scamper along the shoulder of State 56.Yes, it’s horrifying—a child apparently dumped out of a truck by his father. Nearly as horrifying is what unrolls while Christmas approaches after dad Darrell Fisher’s arrest: a request arrives from the US Forest Service to locate a missing range tech and his unit last reported headed for nearby Stinkin’ Springs, and the brutal murder of Constance Suarez in the border town of Regál, population 37.The Sheriff’s Department is stretched to its limits as its dedicated personnel juggle working cases and caring for citizens with their own relationships and family celebrations. The irony of so much wickedness at the holidays is not lost on anyone. Undersheriff Estelle Reyes-Guzman, heading out her door to a crime scene, reflects: “It would be a glorious holiday evening for somebody.”As their mother joins her colleagues in dealing with the Fisher family, the Forest Service’s absent Myron Fitzwater, the murder, and who knows what else in Regál, Francisco and Carolos, the sons of Estelle and physician Francis, arrange to jet in to spend Christmas with their parents. Francisco the musical prodigy is now a celebrated pianist and composer with an international career. Carlos is thriving at Stanford. Both sons bring special surprises with them. And retired Sheriff Bill Gastner is cooking up a Christmas gift of his own.In Steven Havill’s twenty-third Posadas County Mystery, family dynamics play a huge role as Undersheriff Estelle Reyes-Guzman and the whole department work to pull the right threads out of a tangle of seemingly small lies. It makes for a mix of the mundane with the harrowing. And justice for all will prove elusive.",[],3.94,"1,075 ratings",49 reviews,394,405,155,61,60
The Interpretation of Murder,Jed Rubenfeld,"In the summer of 1909, Sigmund Freud arrived by steamship in New York Harbor for a short visit to America. Though he would live another thirty years, he would never return to this country. Little is known about the week he spent in Manhattan, and Freud's biographers have long speculated as to why, in his later years, he referred to Americans as ""savages"" and ""criminals.""In The Interpretation of Murder, Jed Rubenfeld weaves the facts of Freud's visit into a riveting, atmospheric story of corruption and murder set all over turn-of-the-century New York. Drawing on case histories, Shakespeare's and the historical details of a city on the brink of modernity, introduces a brilliant new storyteller, a novelist who, in the words of ""will be no ordinary pop-cultural sensation.""","['Historical Fiction', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Historical', 'Psychology', 'Mystery Thriller', 'Historical Mystery', 'Novels']",3.57,"15,448 ratings","1,438 reviews","2,889","5,498","5,027","1,554",480
Waking Gods,Sylvain Neuvel,"As a child, Rose Franklin made an astonishing discovery: a giant metallic hand, buried deep within the earth. As an adult, she’s dedicated her brilliant scientific career to solving the mystery that began that fateful day: Why was a titanic robot of unknown origin buried in pieces around the world? Years of investigation have produced intriguing answers—and even more perplexing questions. But the truth is closer than ever before when a second robot, more massive than the first, materializes and lashes out with deadly force.Now humankind faces a nightmare invasion scenario made real, as more colossal machines touch down across the globe. But Rose and her team at the Earth Defense Corps refuse to surrender. They can turn the tide if they can unlock the last secrets of an advanced alien technology. The greatest weapon humanity wields is knowledge in a do-or-die battle to inherit the Earth . . . and maybe even the stars.","['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Aliens', 'Science Fiction Fantasy', 'Thriller', 'Mystery', 'Robots']",4.01,"45,174 ratings","5,041 reviews","13,174","21,282","8,891","1,521",306
I Am Morgan le Fay,Nancy Springer,"Morgan is a willful, mischievous girl with mismatched eyes of emerald and violet. A girl of magic, whose childhood ends when King Uther Pendragon murders her father and steals away her mother. Then Pendragon dies and, in a warring country with no one to claim the throne, there are many who want Morgan dead. But Morgan has power, and magic. She is able to change the course of history, to become other, to determine her own fate-and, thus the fate of Britain. She will become Morgan le Fay.""Springer wields language like a sword, and both blood and flowers spring to these pages in vivid hues."" (, starred review)","['Fantasy', 'Young Adult', 'Arthurian', 'Historical Fiction', 'Mythology', 'Fiction', 'Retellings', 'Magic', 'Childrens', 'Witches']",3.80,"3,451 ratings",201 reviews,997,"1,179",933,280,62
Brave Companions: Portraits in History,David McCullough,"Alternate cover edition of ISBN 9780671792763From Alexander von Humboldt to Charles and Anne Lindbergh, these are stories of people of great vision and daring whose achievements continue to inspire us today, brilliantly told by master historian David McCullough.The bestselling author of Truman and John Adams, David McCullough has written profiles of exceptional men and women past and present who have not only shaped the course of history or changed how we see the world but whose stories express much that is timeless about the human condition.Here are Alexander von Humboldt, whose epic explorations of South America surpassed the Lewis and Clark expedition; Harriet Beecher Stowe, “the little woman who made the big war”; Frederic Remington; the extraordinary Louis Agassiz of Harvard; Charles and Anne Lindbergh, and their fellow long-distance pilots Antoine de Saint-Exupéry and Beryl Markham; Harry Caudill, the Kentucky lawyer who awakened the nation to the tragedy of Appalachia; and David Plowden, a present-day photographer of vanishing America.Different as they are from each other, McCullough’s subjects have in common a rare vitality and sense of purpose. These are brave companions: to each other, to David McCullough, and to the reader, for with rare storytelling ability McCullough brings us into the times they knew and their very uncommon lives.","['History', 'Nonfiction', 'Biography', 'American History', 'Essays', 'Historical', 'Biography Memoir', 'Audiobook', 'American', 'Short Stories']",4.03,"6,566 ratings",829 reviews,"2,223","2,665","1,375",248,55
The Little Book That Still Beats the Market,Joel Greenblatt,1 HARDCOVER BOOK WITH DUST COVER,"['Finance', 'Business', 'Nonfiction', 'Economics', 'Personal Finance', 'Money', 'Audiobook', 'Self Help', 'Education', 'Reference']",4.05,"7,702 ratings",487 reviews,"2,807","3,010","1,463",323,99
Show Me the Numbers: Designing Tables and Graphs to Enlighten,Stephen Few,"This old edition of ""Show Me the Numbers"" has been out of print for many years. Please see the current edition.","['Business', 'Design', 'Nonfiction', 'Communication', 'Reference', 'Technical', 'Science', 'Technology', 'Buisness', 'Bisexual']",3.91,"4,482 ratings",55 reviews,"1,737","1,292",932,351,170
Viva Frida,Yuyi Morales,"A 2015 Caldecott Honor BookA 2015 Pura Belpré (Illustrator) AwardFrida Kahlo, one of the world's most famous and unusual artists is revered around the world. Her life was filled with laughter, love, and tragedy, all of which influenced what she painted on her canvases.Distinguished author/illustrator Yuyi Morales illuminates Frida's life and work in this elegant and fascinating book.","['Picture Books', 'Biography', 'Art', 'Nonfiction', 'Childrens', 'Cultural', 'Spanish Literature', 'Biography Memoir', 'History', 'Historical']",3.82,"3,094 ratings",694 reviews,949,"1,031",795,235,84
Iphigenia in Aulis,Euripides,"Agamemnon's sacrifice of his daughter in order to ensure the good fortune of his forces in the Trojan War is, despite its heroic background, in many respects a domestic tragedy. Mr. Rudall's new translation retains Euripides' poetic beauty while fashioning a playable dialogue.","['Plays', 'Classics', 'Drama', 'Mythology', 'Theatre', 'Fiction', 'Tragedy', 'Poetry', 'Ancient', 'Greek Mythology']",4.03,"5,187 ratings",249 reviews,"1,935","1,838","1,119",243,52
The Midnight Doll,Maggie Glen,"In an old house in the country there's a glass case. Inside the glass case there lives a wax doll, so old and valuable that no one is allowed to touch her. Then one day a child comes into the house and becomes fascinated with the treasure locked inside the glass prison. By the author of ""Ruby"".",[],3.33,3 ratings,1 review,0,1,2,0,0
Boss Man Bridegroom,Meghan Quinn,"""Will you do me the greatest honor of all time and be my bridegroom?” she asks, hope in her eyes . . .How did I get here? My assistant, bent on one knee, holding my hand, her expectant face waiting for an answer.Just . . . how?How did I go from being insulted by Charlee Cox to hiring her to be my assistant? How is it that she’s chaos in color - making me crazy and my life better at the same time?I never thought I would be staring down at her bright blue eyes begging me to go along with this ridiculous scheme I suggested.Yes, I suggested. Like the idiot I am, I thought hey, why not start an HR nightmare and have my assistant ask me to marry her?Confused? Don’t worry, so am I.But try to follow along, because this is how I became Boss Man Bridegroom.","['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Adult', 'New Adult', 'Comedy', 'Audiobook', 'Fiction', 'Chick Lit']",4.35,"12,042 ratings","1,288 reviews","6,585","3,706","1,327",274,150
Nineteen Seventy Four,David Peace,"It's winter, 1974, Yorkshire, and Ed Dunford's got the job he wanted. Crime correspondent for the Evening Post. He didn't know it was going to be a season in hell. A dead little girl with a swan's wings stitched to her back. A gypsy camp in a ring of fire. Corruption everywhere you look.In Nineteen Seventy Four, David Peace brings passion and stylistic bravado to this terrifyingly intense journey into a secret history of sexual obsession, greed and sadism.","['Fiction', 'Crime', 'Mystery', 'Thriller', 'Noir', 'Historical Fiction', 'Mystery Thriller', 'Novels', 'British Literature', 'Historical']",3.61,"5,673 ratings",536 reviews,"1,226","2,135","1,496",527,289
The Predators' Ball: The Inside Story of Drexel Burnham and the Rise of the Junk Bond Raiders,Connie Bruck,"During the 1980s, Michael Milken at Drexel Burnham Lambert was the Billionaire Junk Bond King. He invented such things as “the highly confident letter” (I’m highly confident that I can raise the money you need to buy company X) and “the blind pool” (Here’s a billion let us help you buy a company), and he financed the biggest corporate raiders—men like Carl Icahn and Ronald Perelman. And then, on September 7, 1988, things changed. The Securities and Exchange Commission charged Milken and Drexel Burnham Lambert with insider trading and stock fraud. Waiting in the wings was the US District Attorney, who wanted to file criminal and racketeering charges. What motivated Milken in his drive for power and money? Did Drexel Burnham Lambert condone the breaking of laws? The Predators’ Ball dramatically captures American business history in the making, uncovering the philosophy of greed that has dominated Wall Street in the 1980s.","['Business', 'Finance', 'Nonfiction', 'Economics', 'History', 'Law', 'Biography', 'Buisness', 'Crime', 'True Crime']",4.09,"4,074 ratings",92 reviews,"1,543","1,569",773,146,43
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,"Unleash your leadership potential with this need-to-know guide, direct from the playbooks of America's most trusted leadership expert, John C. Maxwell.No matter who you are, you can lead—and lead well. That is the message New York Times bestselling author John C. Maxwell gives in this power-packed guidebook.The consummate leader offers a succinct and inspiring framework for enhancing the leadership abilities you already possess.In , Maxwell will teach you how to:Follow your vision and bring others with youProduce a lasting legacyGrow the loyalty of your followersMake continual investments in the quality of your leadershipIncrease your ability to influence othersDetermine your leadership ""lid""Empower others through mentoringCreate a foundation of trustUse self-discipline to improve your character—and your resultsOne of the keys to successful leadership is applying the concepts that have made other leaders strong. Here's your opportunity to do just that.","['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Christian', 'Audiobook', 'Buisness', 'Management', 'Psychology']",4.14,"5,576 ratings",278 reviews,"2,390","1,892","1,031",200,63
Guardian of the Horizon,Elizabeth Peters,"This book is the lost season 1907-08 and fits in between books 10 and 11 if you want to read them in that order.Amelia Peabody and her husband Emerson, along with their son Ramses and foster daughter Nefret, are summoned back to the Lost Oasis, a hidden stronghold in the western desert whose existence they discovered many years ago (in The Last Camel Died At Noon) and have kept secret from the entire world, including their fellow Egyptologists. According to Merasen, the brother of the ruling monarch, their old friend Prince Tarek is in grave danger and needs their help, however it's not until they retrace their steps back to the Oasis, with its strange mixture of Meroitic and Egyptian cultures, that they learn the real reason for their journey. There's no better company on an archaeological expedition than the Father of Curses and the Lady Doctor, their beautiful Anglo-Egyptian ward, and Ramses, the Demon Brother who loves her, as Peters once again demonstrates in the latest historical mystery in this immensely popular series. If you haven't met the indomitable Amelia yet, this intriguing tale is a great place to start!","['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Historical Mystery', 'Adventure', 'Audiobook', 'Mystery Thriller', 'Romance']",4.17,"7,591 ratings",333 reviews,"3,008","3,116","1,282",152,33
The Hemingses of Monticello: An American Family,Annette Gordon-Reed,"This epic work tells the story of the Hemingses, whose close blood ties to our third president had been systematically expunged from American history until very recently. Now, historian and legal scholar Annette Gordon-Reed traces the Hemings family from its origins in Virginia in the 1700s to the family’s dispersal after Jefferson’s death in 1826.In the mid-1700s the English captain of a trading ship that made runs between England and the Virginia colony fathered a child by an enslaved woman living near Williamsburg. The woman, whose name is unknown and who is believed to have been born in Africa, was owned by the Eppeses, a prominent Virginia family. The captain, whose surname was Hemings, and the woman had a daughter. They named her Elizabeth.So begins , Annette Gordon-Reed’s “riveting history” of the Hemings family, whose story comes to vivid life in this brilliantly researched and deeply moving work. Gordon-Reed, author of the highly acclaimed historiography , unearths startling new information about the Hemingses, Jefferson, and his white family. Although the book presents the most detailed and richly drawn portrait ever written of Sarah Hemings, better known by her nickname Sally, who bore seven children by Jefferson over the course of their thirty-eight-year liaison, tells more than the story of her life with Jefferson and their children. The Hemingses as a whole take their rightful place in the narrative of the family’s extraordinary engagement with one of history’s most important figures.Not only do we meet Elizabeth Hemings—the family matriarch and mother to twelve children, six by John Wayles, a poor English immigrant who rose to great wealth in the Virginia colony—but we follow the Hemings family as they become the property of Jefferson through his marriage to Martha Wayles. The Hemings-Wayles children, siblings to Martha, played pivotal roles in the life at Jefferson’s estate.We follow the Hemingses to Paris, where James Hemings trained as a chef in one of the most prestigious kitchens in France and where Sally arrived as a fourteen-year-old chaperone for Jefferson’s daughter Polly; to Philadelphia, where James Hemings acted as the major domo to the newly appointed secretary of state; to Charlottesville, where Mary Hemings lived with her partner, a prosperous white merchant who left her and their children a home and property; to Richmond, where Robert Hemings engineered a plan for his freedom; and finally to Monticello, that iconic home on the mountain, from where most of Jefferson’s slaves, many of them Hemings family members, were sold at auction six months after his death in 1826.As makes vividly clear, Monticello can no longer be known only as the home of a remarkable American leader, the author of the Declaration of Independence; nor can the story of the Hemingses, whose close blood ties to our third president have been expunged from history until very recently, be left out of the telling of America’s story. With its empathetic and insightful consideration of human beings acting in almost unimaginably difficult and complicated family circumstances, is history as great literature. It is a remarkable achievement.","['History', 'Nonfiction', 'Biography', 'American History', 'Race', 'Historical', 'African American', 'Audiobook', 'Presidents', 'American Revolution']",4.01,"6,165 ratings",972 reviews,"2,344","2,170","1,158",346,147
Scrublands,Chris Hammer,"In an isolated country town brought to its knees by endless drought, a charismatic and dedicated young priest calmly opens fire on his congregation, killing five parishioners before being shot dead himself.A year later, troubled journalist Martin Scarsden arrives in Riversend to write a feature on the anniversary of the tragedy. But the stories he hears from the locals about the priest and incidents leading up to the shooting don't fit with the accepted version of events his own newspaper reported in an award-winning investigation. Martin can't ignore his doubts, nor the urgings of some locals to unearth the real reason behind the priest's deadly rampage.Just as Martin believes he is making headway, a shocking new development rocks the town, which becomes the biggest story in Australia. The media descends on Riversend and Martin is now the one in the spotlight. His reasons for investigating the shooting have suddenly become very personal.Wrestling with his own demons, Martin finds himself risking everything to discover a truth that becomes darker and more complex with every twist. But there are powerful forces determined to stop him, and he has no idea how far they will go to make sure the town's secrets stay buried.A compulsive thriller that will haunt you long after you have turned the final page.","['Mystery', 'Crime', 'Fiction', 'Australia', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Contemporary', 'Suspense', 'Adult']",3.96,"24,021 ratings","2,345 reviews","7,128","10,448","5,131","1,028",286
Never Seduce a Scot,Maya Banks,"Eveline Armstrong is fiercely loved and protected by her powerful clan, but outsiders consider her “touched.” Beautiful, fey, with a level, intent gaze, she doesn’t speak. No one, not even her family, knows that she cannot hear. Content with her life of seclusion, Eveline has taught herself to read lips and allows the outside world to view her as daft. But when an arranged marriage into a rival clan makes Graeme Montgomery her husband, Eveline accepts her duty—unprepared for the delights to come. Graeme is a rugged warrior with a voice so deep and powerful that his new bride can hear it, and hands and kisses so tender and skilled that he stirs her deepest passions.Graeme is intrigued by the mysterious Eveline, whose silent lips are ripe with temptation and whose bright, intelligent eyes can see into his soul. As intimacy deepens, he learns her secret. But when clan rivalries and dark deeds threaten the wife he has only begun to cherish, the Scottish warrior will move heaven and earth to save the woman who has awakened his heart to the beautiful song of a rare and magical love.","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Medieval', 'Disability', 'Scotland', 'Fiction', 'Audiobook']",4.15,"33,900 ratings","3,167 reviews","14,320","12,290","5,611","1,251",428
The Royal We,Heather Cocks,"""I might be Cinderella today, but I dread who they'll think I am tomorrow. I guess it depends on what I do next.""American Rebecca Porter was never one for fairy tales. Her twin sister, Lacey, has always been the romantic who fantasized about glamour and royalty, fame and fortune. Yet it's Bex who seeks adventure at Oxford and finds herself living down the hall from Prince Nicholas, Great Britain's future king. And when Bex can't resist falling for Nick, the person behind the prince, it propels her into a world she did not expect to inhabit, under a spotlight she is not prepared to face.Dating Nick immerses Bex in ritzy society, dazzling ski trips, and dinners at Kensington Palace with him and his charming, troublesome brother, Freddie. But the relationship also comes with unimaginable baggage: hysterical tabloids, Nick's sparkling and far more suitable ex-girlfriends, and a royal family whose private life is much thornier and more tragic than anyone on the outside knows. The pressures are almost too much to bear, as Bex struggles to reconcile the man she loves with the monarch he's fated to become.Which is how she gets into trouble.Now, on the eve of the wedding of the century, Bex is faced with whether everything she's sacrificed for love-her career, her home, her family, maybe even herself-will have been for nothing.","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Contemporary Romance', 'Adult Fiction', 'New Adult', 'Young Adult']",3.80,"65,389 ratings","7,656 reviews","16,689","26,225","16,808","4,277","1,390"
The Fire Keeper,J.C. Cervantes,"Zane Obispo's new life on a beautiful secluded tropical island, complete with his family and closest friends, should be perfect. But he can't control his newfound fire skills yet (inherited from his father, the Maya god Hurakan); there's a painful rift between him and his dog ever since she became a hell hound; and he doesn't know what to do with his feelings for Brooks. One day he discovers that by writing the book about his misadventures with the Maya gods, he unintentionally put other godborn children at risk. Unless Zane can find the godborns before the gods do, they will be killed. To make matters worse, Zane learns that Hurakan is scheduled to be executed. Zane knows he must rescue him, no matter the cost. Can he accomplish both tasks without the gods detecting him, or will he end up a permanent resident of the underworld? In this cleverly plotted sequel to The Storm Runner, the gang is back together again with spirited new characters, sneaky gods, Aztec royalty, unlikely alliances, and secrets darker than Zane could ever have imagined. Secrets that will change him forever.","['Fantasy', 'Mythology', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Childrens']",4.32,"3,447 ratings",312 reviews,"1,696","1,254",432,50,15
Roses of May,Dot Hutchison,"Four months after the explosion at the Garden, a place where young women known as the Butterflies were kept captive, FBI agents Brandon Eddison, Victor Hanoverian, and Mercedes Ramirez are still entrenched in the aftermath, helping survivors in the process of adjusting to life on the outside. With winter coming to an end, the Butterflies have longer, warmer days of healing ahead. But for the agents, the impending thaw means one gruesome thing: a chilling guarantee that somewhere in the country, another young woman will turn up dead in a church with her throat slit and her body surrounded by flowers.Priya Sravasti’s sister fell victim to the killer years ago. Now she and her mother move every few months, hoping for a new beginning. But when she ends up in the madman’s crosshairs, the hunt takes on new urgency. Only with Priya’s help can the killer be found—but will her desperate hope for closure compel her to put her very life on the line?","['Thriller', 'Mystery', 'Horror', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Contemporary', 'Adult']",3.98,"36,137 ratings","3,033 reviews","12,219","13,768","7,887","1,790",473
The True Love Experiment,Christina Lauren,"Sparks fly when a romance novelist and a documentary filmmaker join forces to craft the perfect Hollywood love story and take both of their careers to the next level—but only if they can keep the chemistry between them from taking the whole thing off script.Felicity “Fizzy” Chen is lost. Sure, she’s got an incredible career as a beloved romance novelist with a slew of bestsellers under her belt, but when she’s asked to give a commencement address, it hits her: she hasn’t been practicing what she’s preached.Fizzy hasn’t ever really been in love. Lust? Definitely. But that swoon-worthy, can’t-stop-thinking-about-him, all-encompassing feeling? Nope. Nothing. What happens when the optimism she’s spent her career encouraging in readers starts to feel like a lie?Connor Prince, documentary filmmaker and single father, loves his work in large part because it allows him to live near his daughter. But when his profit-minded boss orders him to create a reality TV show, putting his job on the line, Connor is out of his element. Desperate to find his romantic lead, a chance run-in with an exasperated Fizzy offers Connor the perfect solution. What if he could show the queen of romance herself falling head-over-heels for all the world to see? Fizzy gives him a hard pass—unless he agrees to her list of demands. When he says yes, and production on begins, Connor wonders if that perfect match will ever be in the cue cards for him, too.is the book fans have been waiting for ever since Fizzy’s debut in . But when the lights come on and all eyes are on her, it turns out the happily ever after Fizzy had all but given up on might lie just behind the camera.","['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Adult', 'Chick Lit', 'Adult Fiction', 'Humor']",4.16,"91,064 ratings","11,689 reviews","35,108","38,994","13,985","2,380",597
Dark Lord of Derkholm,Diana Wynne Jones,a great book to read,"['Fantasy', 'Young Adult', 'Fiction', 'Humor', 'Magic', 'Dragons', 'Adventure', 'High Fantasy', 'Young Adult Fantasy', 'Childrens']",4.11,"16,724 ratings",981 reviews,"7,004","5,813","2,937",737,233
Top Secret Twenty-One,Janet Evanovich,"Catch a professional assassin: top priority. Find a failure-to-appear and collect big bucks: top score. How she’ll pull it all off: top secret.Trenton, New Jersey’s favorite used-car dealer, Jimmy Poletti, was caught selling a lot more than used cars out of his dealerships. Now he’s out on bail and has missed his date in court, and bounty hunter Stephanie Plum is looking to bring him in. Leads are quickly turning into dead ends, and all too frequently into dead bodies. Even Joe Morelli, the city’s hottest cop, is struggling to find a clue to the suspected killer’s whereabouts. These are desperate times, and they call for desperate measures. So Stephanie is going to have to do something she really doesn’t want to do: protect former hospital security guard and general pain in her behind Randy Briggs. Briggs was picking up quick cash as Poletti’s bookkeeper and knows all his boss’s dirty secrets. Now Briggs is next on Poletti’s list of people to put six feet under.To top things off, Ranger—resident security expert and Stephanie’s greatest temptation—has been the target of an assassination plot. He’s dodged the bullet this time, but if Ranger wants to survive the next attempt on his life, he’ll have to enlist Stephanie’s help and reveal a bit more of his mysterious past.Death threats, highly trained assassins, highly untrained assassins, and Stark Street being overrun by a pack of feral Chihuahuas are all in a day’s work for Stephanie Plum. The real challenge is dealing with her Grandma Mazur’s wild bucket list. A boob job and getting revenge on Joe Morelli’s Grandma Bella can barely hold a candle to what’s number one on the list—but that’s top secret.","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Audiobook', 'Crime', 'Contemporary', 'Mystery Thriller', 'Adult']",3.89,"60,545 ratings","4,793 reviews","18,277","21,805","16,601","3,184",678
Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,"A divinity professor and young mother with a Stage IV cancer diagnosis explores the pain and joy of living without certainty.Thirty-five-year-old Kate Bowler was a professor at the school of divinity at Duke, and had finally had a baby with her childhood sweetheart after years of trying, when she began to feel jabbing pains in her stomach. She lost thirty pounds, chugged antacid, and visited doctors for three months before she was finally diagnosed with Stage IV colon cancer.As she navigates the aftermath of her diagnosis, Kate pulls the reader deeply into her life, which is populated with a colorful, often hilarious collection of friends, pastors, parents, and doctors, and shares her laser-sharp reflections on faith, friendship, love, and death. She wonders why suffering makes her feel like a loser and explores the burden of positivity. Trying to relish the time she still has with her son and husband, she realizes she must change her habit of skipping to the end and planning the next move. A historian of the ""American prosperity gospel""--the creed of the mega-churches that promises believers a cure for tragedy, if they just want it badly enough--Bowler finds that, in the wake of her diagnosis, she craves these same ""outrageous certainties."" She wants to know why it's so hard to surrender control over that which you have no control. She contends with the terrifying fact that, even for her husband and child, she is not the lynchpin of existence, and that even without her, life will go on.On the page, Kate Bowler is warm, witty, and ruthless, and, like Paul Kalanithi, one of the talented, courageous few who can articulate the grief she feels as she contemplates her own mortality.","['Nonfiction', 'Memoir', 'Religion', 'Biography', 'Audiobook', 'Christian', 'Faith', 'Spirituality', 'Biography Memoir', 'Self Help']",3.80,"47,048 ratings","4,144 reviews","14,475","15,798","11,238","3,923","1,614"
Hard Girls,J. Robert Lennon,"Two estranged twin sisters as they hunt down their elusive mother in this razor-sharp crime novel from ""master of the dark arts"" J. Robert Lennon. (Kelly Link)Jane Pool likes her safe, suburban existence just fine. She has a house, a family, (an infuriating mother-in-law,) and a quiet-if-unfulfilling administrative job at the local college. Everything is wonderfully, numbingly normal. Yet Jane remains haunted by her her mercurial, absent mother, her parents’ secrets, and the act of violence that transformed her life. When her estranged twin, Lila, makes contact, claiming to know where their mother is and why she left all those years ago, Jane agrees to join her, desperate for answers and the chance to reconnect with the only person who really knew her true self. Yet as the hunt becomes treacherous, and pulls the two women to the earth’s distant corners, they find themselves up against their mother’s subterfuge and the darkness that always stalked their family. Now Jane stands to lose the life she’s made for the one that has been impossible to escape.Set in both the Pool family’s past and their present, and melding elements of a chase novel, an espionage thriller, and domestic suspense, Hard Girls is an utterly distinctive pastiche—propulsive, mysterious, cracked, intelligent, and unexpected at every turn. ",[],3.65,20 ratings,9 reviews,4,6,9,1,0
The Book of Koli,M.R. Carey,"Beyond the walls of the small village of Mythen Rood lies an unrecognizable world. A world where overgrown forests are filled with choker trees and deadly vines and seeds that will kill you where you stand. And if they don't get you, one of the dangerous shunned men will.Koli has lived in Mythen Rood his entire life. He knows the first rule of survival is that you don't venture beyond the walls.What he doesn't know is - what happens when you aren't given a choice?","['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Young Adult', 'Audiobook', 'Apocalyptic', 'Speculative Fiction']",4.01,"10,464 ratings","1,524 reviews","3,316","4,647","1,933",427,141
