title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
The Lady's Guide to Celestial Mechanics,Olivia Waite,"As Lucy Muchelney watches her ex-lover’s sham of a wedding, she wishes herself anywhere else. It isn’t until she finds a letter from the Countess of Moth, looking for someone to translate a groundbreaking French astronomy text, that she knows where to go. Showing up at the Countess’ London home, she hoped to find a challenge, not a woman who takes her breath away.Catherine St Day looks forward to a quiet widowhood once her late husband’s scientific legacy is fulfilled. She expected to hand off the translation and wash her hands of the project—instead, she is intrigued by the young woman who turns up at her door, begging to be allowed to do the work, and she agrees to let Lucy stay. But as Catherine finds herself longing for Lucy, everything she believes about herself and her life is tested.While Lucy spends her days interpreting the complicated French text, she spends her nights falling in love with the alluring Catherine. But sabotage and old wounds threaten to sever the threads that bind them. Can Lucy and Catherine find the strength to stay together or are they doomed to be star-crossed lovers?","['Romance', 'Historical Fiction', 'LGBT', 'Historical', 'Historical Romance', 'Queer', 'Lesbian', 'Fiction', 'Adult', 'Audiobook']",4.00,"12,198 ratings","2,441 reviews","4,026","4,980","2,527",556,109
Three to Get Deadly,Janet Evanovich,"Stephanie Plum, the brassy babe in the powder blue Buick is back and she's having a bad hair day -- for the whole month of January. She's been given the unpopular task of finding Mo Bedemier, Trenton's most beloved citizen, arrested for carrying concealed, gone no-show for his court appearance.And to make matters worse, she's got Lula, a former hooker turned file clerk -- now a wannabe bounty hunter -- at her side, sticking like glue. Lula's big and blonde and black and itching to get the chance to lock up a crook in the trunk of her car.Morelli, the New Jersey vice cop with the slow-burning smile that undermines a girl's strongest resolve is being polite. So what does this mean? Has he found a new love? Or is he manipulating Steph, using her in his police investigation, counting on her unmanageable curiosity and competitive Jersey attitude?Once again, the entire crew is in action, including Ranger and Grandma Mazur, searching for Mo, tripping down a trail littered with dead drug dealers, leading Stephanie to suspect Mo has traded his ice-cream scoop for a vigilante gun.Cursed with a disastrous new hair color and an increasing sense that it's really time to get a new job, Stephanie spirals and tumbles through with all the wisecracks and pace her fans have come to expect.","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller', 'Comedy', 'Contemporary', 'Audiobook']",4.15,"152,055 ratings","3,842 reviews","59,496","59,594","29,256","3,080",629
A Week to be Wicked,Tessa Dare,"When a devilish lord and a bluestocking set off on the road to ruin... time is not on their side.Minerva Highwood, one of Spindle Cove's confirmed spinsters, needs to be in Scotland.Colin Sandhurst, Lord Payne, a rake of the first order, needs to be... anywhere but Spindle Cove.These unlikely partners have one week toAll while sharing a very small carriage by day and an even smaller bed by night.What they don't have time for is their growing attraction. Much less wild passion. And heaven forbid they spend precious hours baring their hearts and souls.Suddenly one week seems like exactly enough time to find a world of trouble. And maybe... just maybe... love.","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Adult', 'Fiction', 'Regency Romance', 'Humor', 'Audiobook']",4.10,"34,311 ratings","3,371 reviews","13,361","13,147","6,187","1,234",382
Party of Two,Jasmine Guillory,"A chance meeting with a handsome stranger turns into a whirlwind affair that gets everyone talking.Dating is the last thing on Olivia Monroe's mind when she moves to LA to start her own law firm. But when she meets a gorgeous man at a hotel bar and they spend the entire night flirting, she discovers too late that he is none other than hotshot junior senator Max Powell. Olivia has zero interest in dating a politician, but when a cake arrives at her office with the cutest message, she can't resist--it chocolate cake, after all.Olivia is surprised to find that Max is sweet, funny, and noble--not just some privileged white politician she assumed him to be. Because of Max's high-profile job, they start seeing each other secretly, which leads to clandestine dates and silly disguises. But when they finally go public, the intense media scrutiny means people are now digging up her rocky past and criticizing her job, even her suitability as a trophy girlfriend. Olivia knows what she has with Max is something special, but is it strong enough to survive the heat of the spotlight?","['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Chick Lit', 'Adult', 'Adult Fiction', 'Politics', 'African American']",3.76,"47,744 ratings","4,567 reviews","9,977","20,364","13,984","2,846",573
Shadow of the Fox,Julie Kagawa,"One thousand years ago, the great Kami Dragon was summoned to grant a single terrible wish—and the land of Iwagoto was plunged into an age of darkness and chaos.Now, for whoever holds the Scroll of a Thousand Prayers, a new wish will be granted. A new age is about to dawn.Raised by monks in the isolated Silent Winds temple, Yumeko has trained all her life to hide her yokai nature. Half kitsune, half human, her skill with illusion is matched only by her penchant for mischief. Until the day her home is burned to the ground, her adoptive family is brutally slain and she is forced to flee for her life with the temple’s greatest treasure—one part of the ancient scroll.There are many who would claim the dragon’s wish for their own. Kage Tatsumi, a mysterious samurai of the Shadow Clan, is one such hunter, under orders to retrieve the scroll…at any cost. Fate brings Kage and Yumeko together. With a promise to lead him to the scroll, an uneasy alliance is formed, offering Yumeko her best hope for survival. But he seeks what she has hidden away, and her deception could ultimately tear them both apart.With an army of demons at her heels and the unlikeliest of allies at her side, Yumeko’s secrets are more than a matter of life or death. They are the key to the fate of the world itself.","['Fantasy', 'Young Adult', 'Mythology', 'Young Adult Fantasy', 'Romance', 'Magic', 'Fiction', 'Audiobook', 'High Fantasy', 'Adventure']",4.01,"20,574 ratings","4,076 reviews","6,921","8,399","4,007",967,280
The Necromancer,Michael Scott,"San Francisco:Josh and Sophie Newman are finally home. And they're both more confused than ever about their future. Neither of them has mastered the magics they'll need to protect themselves, they've lost Scatty, and they're still being pursued by Dr. John Dee. Most disturbing of all, however, is that now they must ask themselves, can they trust Nicholas Flamel? Can they trust anyone?Alcatraz:Dr. Dee underestimated Perenelle Flamel's power. Alcatraz could not hold her, Nereus was no match for her, and she was able to align herself with the most unlikely of allies. But she wasn't the only one being held on the island. Behind the prison's bars and protective sigils were a menagerie of monsters, and now Machiavelli has come to Alcatraz to loose them on San Francisco.Perenelle might be powerful, but each day she weakens, and even with Nicholas back at her side, a battle of this size could be too much for her. Nicholas and Perenelle must fight to protect the city, but the effort will probably kill them both.Having been unable to regain the two final pages of the Codex, Dee has failed his Elder and is now an outlaw.But the Magician has a plan. With the Codex and the creatures on Alcatraz, he can control the world. All he needs is the help of the Archons. But for his plan to work, he must raise the Mother of the Gods from the dead. For that, he'll have to train a necromancer.","['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy', 'Young Adult Fantasy', 'Audiobook', 'Middle Grade']",4.14,"65,900 ratings","2,071 reviews","27,332","23,613","12,145","2,160",650
Monk's Hood,Ellis Peters,"Silver Dagger Award Winner: In this medieval mystery, Brother Cadfael faces suspicion when one of his herbal ingredients is used to kill a man.Christmas 1138. Gervase Bonel is a guest of Shrewsbury Abbey of Saint Peter and Saint Paul when he suddenly takes ill. Luckily, the abbey boasts the services of the clever and kindly Brother Cadfael, a skilled herbalist. Cadfael hurries to the man’s bedside, only to be confronted with two surprises: In Master Bonel’s wife, the good monk recognizes Richildis, whom he loved before he took his vows—and Master Bonel has been fatally poisoned by monk’s-hood oil from Cadfael’s stores.The sheriff is convinced that the murderer is Richildis’s son, Edwin, who hated his stepfather. But Cadfael, guided in part by his concern for a woman to whom he was once betrothed, is certain of her son’s innocence. Using his knowledge of both herbs and the human heart, Cadfael deciphers a deadly recipe for murder.","['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Medieval', 'Detective', 'Mystery Thriller', 'British Literature']",4.08,"11,835 ratings",674 reviews,,"5,354","2,418",177,45
The Appeal,Janice Hallett,"The Fairway Players, a local theatre group, is in the midst of rehearsals when tragedy strikes the family of director Martin Hayward and his wife Helen, the play’s star. Their young granddaughter has been diagnosed with a rare form of cancer, and with an experimental treatment costing a tremendous sum, their castmates rally to raise the money to give her a chance at survival. But not everybody is convinced of the experimental treatment’s efficacy—or of the good intentions of those involved. As tension grows within the community, things come to a shocking head at the explosive dress rehearsal. The next day, a dead body is found, and soon, an arrest is made. In the run-up to the trial, two young lawyers sift through the material—emails, messages, letters—with a growing suspicion that the killer may be hiding in plain sight. The evidence is all there, between the lines, waiting to be uncovered.","['Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Thriller', 'Adult', 'Contemporary', 'Murder Mystery', 'Suspense', 'Audiobook']",3.86,"51,461 ratings","7,426 reviews","13,524","22,168","11,887","3,025",857
Tokyo Vice: An American Reporter on the Police Beat in Japan,Jake Adelstein,"From the only American journalist ever to have been admitted to the insular Tokyo Metropolitan Police press club: a unique, firsthand, revelatory look at Japanese culture from the underbelly up.At nineteen, Jake Adelstein went to Japan in search of peace and tranquility. What he got was a life of crime . . . crime reporting, that is, at the prestigious Yomiuri Shinbun. For twelve years of eighty-hour workweeks, he covered the seedy side of Japan, where extortion, murder, human trafficking, and corruption are as familiar as ramen noodles and sake. But when his final scoop brought him face to face with Japan’s most infamous boss—and the threat of death for him and his family—Adelstein decided to step down . . . momentarily. Then, he fought back.In , Adelstein tells the riveting, often humorous tale of his journey from an inexperienced cub reporter—who made rookie mistakes like getting into a martial-arts battle with a senior editor—to a daring, investigative journalist with a price on his head. With its vivid, visceral descriptions of crime in Japan and an exploration of the world of modern-day that even few Japanese ever see, is a fascination, and an education, from first to last.","['Nonfiction', 'Japan', 'Crime', 'True Crime', 'Memoir', 'Biography', 'Journalism', 'Asia', 'History', 'Travel']",3.91,"12,919 ratings","1,192 reviews","3,559","5,536","3,036",636,152
The Einstein Intersection,Samuel R. Delany,"A nonhuman race reimagines human mythology.The Einstein Intersection won the Nebula Award for best science fiction novel of 1967. The surface story tells of the problems a member of an alien race, Lo Lobey, has assimilating the mythology of earth, where his kind have settled among the leftover artifacts of humanity. The deeper tale concerns, however, the way those who are ""different"" must deal with the dominant cultural ideology. The tale follows Lobey's mythic quest for his lost love, Friza. In luminous and hallucinated language, it explores what new myths might emerge from the detritus of the human world as those who are ""different"" try to seize history and the day.","['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Mythology', 'Classics', 'Science Fiction Fantasy', 'Aliens', 'Novels', 'Post Apocalyptic']",3.55,"5,672 ratings",597 reviews,"1,212","1,791","1,782",675,212
The Unhallowed Horseman,Jude S. Walko,"In a town enamored with its Unhallowed Horseman legend, a distraught teenage boy must come to terms with his personal demons, and perhaps the Horseman himself. Set on All Hallows’ Eve, psychological thriller The Unhallowed Horseman takes place against the backdrop of a seemingly peaceful, picturesque American small town with an iconic past. The story follows Vincent, a distraught and troubled high schooler, and his descent into the demons that plague his mind. Some things about the town and its inhabitants aren’t quite as they seem. Generations of families have been living there with a deep and dark secret, one on the verge of reincarnating itself once again.With the help of his newfound love for classmate Lorraine, Vincent navigates the treacherous obstacles in his life. Whether it be the overbearing no-holds-barred sheriff, his tempestuous mother, or the holier-than-thou townsfolk, Vincent seems to be under constant bombardment from prying eyes. What's more, Lorraine's overprotective father, Deputy Constance, suspects Vincent of having committed some heinous crimes. Only after uncovering the town's history does Vincent begin to unravel its complex mystery and that of the people living there, including his own ancestors. Can he solve the mystery in time to save the people he truly loves, or will he, like others before him, fall prey to an age-old curse passed down through the centuries. The town prepares for the return of a killer legend, while one young man prepares to take on his innermost demons.The Unhallowed Horseman is a contemporary reimagining based on characters in the American classic ""The Legend of Sleepy Hollow"" by Washington Irving, the Father of American Literature.Content Warning: adult and derogatory language, gore, substance abuse (drugs and alcohol), uncomfortable sexual situations (one is non-consensual assault), death, child abuse, mention of pedophilic tendencies, mention of suicide",[],4.33,18 ratings,14 reviews,10,4,4,0,0
The Pillars of Creation,Terry Goodkind,"Sequel to the New York Times bestselling Faith of the FallenNew York Times bestselling author Terry Goodkind has created his most lavish adventure yet. Tormented her entire life by inhuman voices, a young woman named Jennsen seeks to end her intolerable agony. She at last discovers a way to silence the voices. For everyone else, the torment is about to begin.With winter descending and the paralyzing dread of an army of annihilation occupying their homeland, Richard Rahl and his wife Kahlan must venture deep into a strange and desolate land. Their quest turns to terror when they find themselves the helpless prey of a tireless hunter.Meanwhile, Jennsen finds herself drawn into the center of a struggle for conquest and revenge. Worse yet, she finds her will seized by forces more abhorrent than anything she ever envisioned. Only then does she come to realize that the voices were real.Staggered by loss and increasingly isolated, Richard and Kahlan must stop the relentless, unearthly threat which has come out of the darkest night of the human soul. To do so, Richard will be called upon to face the demons stalking among the Pillars of Creation.Discover breathtaking adventure and true nobility of spirit. Find out why millions of readers the world over have elevated Terry Goodkind to the ranks of legend.","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic', 'Adventure', 'Romance', 'Adult']",3.70,"58,479 ratings",995 reviews,"18,004","16,638","14,791","6,196","2,850"
The Tower of the Swallow,Andrzej Sapkowski,"The world has fallen into war. Ciri, the child of prophecy, has vanished. Hunted by friends and foes alike, she has taken on the guise of a petty bandit and lives free for the first time in her life. But the net around her is closing. Geralt, the Witcher, has assembled a group of allies determined to rescue her. Both sides of the war have sent brutal mercenaries to hunt her down. Her crimes have made her famous.There is only one place left to run. The tower of the swallow is waiting...","['Fantasy', 'Fiction', 'High Fantasy', 'Polish Literature', 'Audiobook', 'Adventure', 'Epic Fantasy', 'Magic', 'Adult', 'Science Fiction Fantasy']",4.22,"94,210 ratings","4,145 reviews","40,868","36,700","13,816","2,418",408
Hidden Empire,Kevin J. Anderson,"In the far future, Ildirans give Earth the stardrive. Two archaeologists glean forbidden knowledge from the ruins of a dead world. Robot servants of ruling insectoid Klikiss guard the Klikiss Torch, which has the power to create suns. The reasons for the fall of the Klikiss empire may return.","['Science Fiction', 'Fiction', 'Space Opera', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space', 'Aliens', 'Adventure', 'War']",3.79,"8,796 ratings",587 reviews,"2,422",,"2,055",656,287
"Paper Girls, Volume 2",Brian K. Vaughan,"The smash-hit series from BRIAN K. VAUGHAN and CLIFF CHIANG continues with a bold new direction, as intrepid young newspaper deliverers Erin, Mac, and Tiffany find themselves launched from 1988 to a distant and terrifying future...the year 2016.Collects PAPER GIRLS #6-10","['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Young Adult', 'Graphic Novels Comics', 'Time Travel', 'Fantasy', 'Comic Book', 'Adventure']",4.10,"32,427 ratings","3,149 reviews","10,477","15,606","5,695",567,82
The Doors of Eden,Adrian Tchaikovsky,"Lee’s best friend went missing on Bodmin Moor, four years ago. She and Mal were chasing rumours of monsters when they found something all too real. Now Mal is back, but where has she been, and who is she working for?When government physicist Kay Amal Khan is attacked, the security services investigate. This leads MI5’s Julian Sabreur deep into terrifying new territory, where he clashes with mysterious agents of an unknown power ­who may or may not be human. And Julian’s only clue is some grainy footage ­– showing a woman who supposedly died on Bodmin Moor.Khan’s extradimensional research was purely theoretical, until she found cracks between our world and countless others. Parallel Earths where monsters live. These cracks are getting wider every day, so who knows what might creep through? Or what will happen when those walls finally come crashing down...","['Science Fiction', 'Fiction', 'Fantasy', 'LGBT', 'Mystery', 'Audiobook', 'Queer', 'Adult', 'Science Fiction Fantasy', 'Speculative Fiction']",3.87,"7,364 ratings","1,071 reviews","2,116","2,959","1,682",466,141
Hooky 3-Book Set: Vol.1-3 by Míriam Bonastre Tur,Míriam Bonastre Tur,"Two twins, one prophecy, and a whole lot of hijinks. From WEBTOON, the #1 digital comic platform, comes a fantastical story about twin siblings Dani and Dorian who have missed the bus to magic school and scramble to find a mentor to teach them before their parents find out. Perfect for fans of The Okay Witch and the 5 Worlds series. This bundle contains volumes 1-3 of Hooky by Míriam Bonastre Tur.",[],4.75,4 ratings,0 reviews,3,1,0,0,0
Jack of Shadows,Roger Zelazny,"Shadowjack walks in silence and in shadows to seek vengeance upon his enemies. Who are his foes? All who would despise him or love the Lord of Smage of the Jackass Ears, the Colonel Who Never Died, the Borshin, and Quazer, winner of the Hellgames and abductor of the voluptuous Evene. One by one, Shadowjack would seek them out and have his revenge, building his power as he goes. And once his vengeance is obtained, he would come to terms with all others who are against him, he would unite the World of High Dudgeon, destroy the Land of Filth, and bring peace to the Shadowguard. But to accomplish all, Jack of Shadows must find Kolwynia, the Key That Was Lost...","['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Magic', 'Dark Fantasy', 'Classics', 'Adventure', 'Sci Fi Fantasy']",3.99,"6,850 ratings",377 reviews,"2,304","2,604","1,567",314,61
The Saskiad: A Novel,Brian Hall,"Longing to escape the rundown commune where she lives with her organic-farmer mother, assorted half-siblings, and a cow named Marilyn, the precociously well-read Saskia White, twelve, imagines herself as the noble contemporary of Odysseys, Marco Polo, and Horatio Hornblower. Saskia's elaborate fantasies are soon upstaged by her real-life, long-lost father, who leads Saskia and her best friend Jane on a camping trip that turns into an epic adventure of love, sex, and lies.Saskia is as unforgettable as her own heroes, a young girl whose story resonates with a rare and joyous sense of life and discovery.","['Fiction', 'Young Adult', 'Coming Of Age', 'Contemporary', 'Fantasy', 'Novels', 'Family', 'The United States Of America', 'Unfinished', 'Literature']",3.66,523 ratings,71 reviews,130,183,134,53,23
Girl Goddess #9: Nine Stories,Francesca Lia Block,"Meet Tweetie Sweet Pea and Peachy Pie, Jacaranda and Rave and Desiree... Meet Lady Ivory and Alabaster Dutchess, who interview their favorite rock star, Nick Agate, only to discover the magic and power in themselves. Meet Tuck Budd, who is happy living in Manhattan with her two moms, Izzy and Anastasia, until she begins to wonder who her father is. Meet La, who faces the loss of her mother with an imaginary androgynous blue friend who lives in her closet. Zingingly bright and dreamily dark, full of wonder and gritty reality, these stories by acclaimed author Francesca Lia Block show the reader that in every girl there truly is a goddess. The cutting-edge author of Weetzie Bat once again breaks new ground with Girl Goddess #9, nine stories about girl goddesses of every age and shape and color and size, wearing combat boots and spiky hair or dressed all in white. One girl has two moms, another has no mother at all but a strange blue skinned creature that lives in her closet. One is a rock star groupie, another loves dancing and reading poetry and having picnics in the backyard when the moon is full. These are stories about girls discovering that the world is not a simple place and that there is more than one way to live'all in Ms. Block's rich, lyrical language that fans have come to adore and that Sassy magazine called ‘a dream.'","['Young Adult', 'Short Stories', 'Fiction', 'Fantasy', 'Magical Realism', 'LGBT', 'Romance', 'Urban Fantasy', 'Queer', 'Teen']",3.97,"3,668 ratings",145 reviews,"1,284","1,247",904,193,40
A Real Basket Case,Beth Groundwater,"THE FIRST BOOK IN THE CLAIRE HANOVER MYSTERY SERIESAn Agatha Award Finalist for Best First Novel Feeling neglected by her workaholic husband, forty-something gift basket designer Claire Hanover joins an aerobics class at the urging of her best friend Ellen. Divorced and bitterly unhappy, Ellen and most of the other women in the class add a little vicarious excitement to their lives by flirting with the handsome instructor, Enrique. In a moment of weakness, Claire agrees to let the charming Enrique come to her house to give her a massage. She realizes she has made a deadly mistake when Enrique is shot and killed in her bedroom and her husband Roger is arrested for the murder. Determined to clear Roger’s name and save her marriage, Claire sets out to find the real killer, encountering drug dealers, jealous ex-girlfriends, and angry cops along the way.“A tense, exciting debut.”â€” KIRKUS REVIEWS “Will appeal to Desperate Housewives fans and those who like cozies with a bit of spice.” â€” BOOKLIST“A real winner! Don’t miss it.”â€”Maggie Sefton, bestselling author of Knit One, Kill Two",[],3.47,365 ratings,88 reviews,72,117,111,42,23
A Trip to the Stars,Nicholas Christopher,"At a Manhattan planetarium in 1965, ten-year-old Enzo and his young aunt, Mala, are separated, an event that profoundly alters the rest of their lives. In an epic tale of love and destiny, A Trip to the Stars charts their paths over the next fifteen years as they search for each other and, in the process, discover themselves. As Enzo and Mala cross continents and seas on their separate journeys, they encounter a dizzying array of an arachnologist in New Orleans, an asteroid specialist, a wounded B-52 navigator in Vietnam, a professional mind reader, a maverick NASA astronomer, and countless others. All of them are searching for things they have lost -- loved ones, opportunities, enlightenment. Through them Mala and Enzo discover a world steeped in mystery, romance, and intellectual adventure. A Trip to the Stars is both a love story and a coming-of-age story that shows us what happens when we lose what matters most. Fusing imagination and suspense with remarkable narrative skill, Nicholas Christopher builds a story of tremendous scope that lingers in detail and sensation long after the last page has been turned.","['Fiction', 'Magical Realism', 'Fantasy', 'Novels', 'Literary Fiction', 'Coming Of Age', 'Young Adult', 'Contemporary', 'Adult Fiction', 'Literature']",4.27,"2,599 ratings",385 reviews,"1,362",771,318,105,43
On Agate Hill,Lee Smith,"A dusty box discovered in the wreckage of a once prosperous plantation on Agate Hill in North Carolina contains the remnants of an extraordinary life: diaries, letters, poems, songs, newspaper clippings, court records, marbles, rocks, dolls, and bones. It's through these treasured mementos that we meet Molly Petree.Raised in those ruins and orphaned by the Civil War, Molly is a refugee who has no interest in self-pity. When a mysterious benefactor appears out her father's past to rescue her, she never looks back.Spanning half a century, On Agate Hill follows Molly’s passionate, picaresque journey through love, betrayal, motherhood, a murder trial―and back home to Agate Hill under circumstances she never could have imagined.","['Historical Fiction', 'Fiction', 'Civil War', 'Southern', 'Historical', 'Adult Fiction', 'War', '19th Century', 'Audiobook', 'Book Club']",3.77,"3,811 ratings",507 reviews,899,"1,566","1,012",234,100
The King of Elfland's Daughter,Lord Dunsany,"The poetic style and sweeping grandeur of The King of Elfland's Daughter has made it one of the most beloved fantasy novels of our time, a masterpiece that influenced some of the greatest contemporary fantasists. The heartbreaking story of a marriage between a mortal man and an elf princess is a masterful tapestry of the fairy tale following the ""happily ever after.""","['Fantasy', 'Classics', 'Fiction', 'Fairy Tales', 'High Fantasy', 'Romance', 'Science Fiction Fantasy', 'Novels', 'Epic Fantasy', 'Literature']",3.83,"7,556 ratings",824 reviews,"2,325","2,515","1,995",550,171
Vampire of the Mists,Christie Golden,"BE CAREFUL WHAT YOU WISH FOR --- THE DARK POWERS OF RAVENLOFT MIGHT HEAR YOU.Jander Sunstar is a gold elf, a native of magical Evermeet in the Forgotten Realms. He is also a five-hundred-year-old vampire.Torn by rage and grief, Jander is transported into the nightmare realm of Ravenloft, where he gains the attention of the demiplane's master, Count Strand Von Zarovich. But can Jander trust this elegant fellow vampire once he discovers that his own quest for revenge is linked to the dark heritage of the count's domain?is the first in an open-ended series of Gothic horror tales dealing with the masters and monsters of the RAVENLOFT dark fantasy setting.","['Fantasy', 'Horror', 'Vampires', 'Fiction', 'Dungeons and Dragons', 'Paranormal', 'Forgotten Realms', 'Dark Fantasy', 'High Fantasy', 'Role Playing Games']",3.87,"3,687 ratings",173 reviews,"1,126","1,318",955,231,57
Paint it Black,Janet Fitch,"Josie Tyrell, art model, runaway, and denizen of LA's rock scene finds a chance at real love with Michael Faraday, a Harvard dropout and son of a renowned pianist. But when she receives a call from the coroner, asking her to identify her lover's body, her bright dreams all turn to black.As Josie struggles to understand Michael's death and to hold onto the world they shared, she is both attracted to and repelled by his pianist mother, Meredith, who blames Josie for her son's torment. Soon the two women are drawn into a twisted relationship that reflects equal parts distrust and blind need.With the luxurious prose and fever pitch intensity that are her hallmarks, Janet Fitch weaves a spellbinding tale of love, betrayal, and the possibility of transcendence.","['Fiction', 'Contemporary', 'Adult', 'Romance', 'Literature', 'Drama', 'Chick Lit', 'Novels', 'Adult Fiction', 'Literary Fiction']",3.50,"12,253 ratings","1,162 reviews","2,851","3,468","3,551","1,714",669
"Here Today, Gone to Maui",Carol Snow,"From the author of the ""delightful""( Booklist ) Getting Warmer , a comedy about what happens when the best lei'd plans go awry.When Jane Shea's boyfriend, Jimmy, invites her to spend a week at a swanky resort in Maui, she's thrilled-of course-but nervous, too. She worries about missing their flight. She worries about losing her luggage. It never even occurs to her that she might misplace Jimmy.But paradise has a way of attracting trouble, and Jane hasn't even managed to learn the hula or paddle under a waterfall before Jimmy disappears. When the police suggest that Jimmy has drowned, Jane thinks things can't get any worse-but her troubles have just begun. This is one vacation the guidebooks never prepared her for.",[],3.57,573 ratings,92 reviews,92,218,198,54,11
Checkmate,Dorothy Dunnett,"For the first time Dunnett's Lymond Chronicles are available in the United States in quality paperback editions.Sixth in the legendary Lymond Chronicles , Checkmate takes place in 1557, where Francis Crawford of Lymond is once again in France, leading an army against England. But even as the Scots adventurer succeeds brilliantly on the battlefield, his haunted past becomes a subject of intense interest to forces on both sides.","['Historical Fiction', 'Historical', 'Fiction', 'Scotland', 'Romance', 'Adventure', '16th Century', 'France', 'Fantasy', 'British Literature']",4.70,"3,594 ratings",296 reviews,"2,802",571,177,26,18
Monster High,Lisi Harrison,"From Lisi Harrison, the New York Times bestselling author of The Clique and Alphas, comes a new series with a fresh twist on high school, romance, and the horrors of trying to fit in.They prefer to call themselves RAD (Regular Attribute Dodgers), but some call them monsters. So far, the ""monster"" community has kept a low profile in Salem, but this year two new girls enroll at Master High School, and the town will never be the same.Created just fifteen days ago, Frankie Stein is psyched to trade her father's formaldehyde-smelling basement lab for parties and cheerleading. But with a student body totally freaked out by rumors of monsters who might be stalking the halls, Frankie finds that life in the ""normi"" world can be rough for a chic freak like her.","['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Fiction', 'Middle Grade', 'Werewolves', 'Childrens', 'Supernatural']",3.69,"10,015 ratings",966 reviews,"3,134","2,651","2,701","1,066",463
Magic Burns,Ilona Andrews,"Down in Atlanta, tempers – and temperatures – are about to flare…As a mercenary who cleans up after magic gone wrong, Kate Daniels has seen her share of occupational hazards. Normally, waves of paranormal energy ebb and flow across Atlanta like a tide. But once every seven years, a flare comes, a time when magic runs rampant. Now Kate’s going to have to deal with problems on a much bigger scale: a divine one.When Kate sets out to retrieve a set of stolen maps for the Pack, Atlanta’s paramilitary clan of shapeshifters, she quickly realizes much more at stake. During a flare, gods and goddesses can manifest – and battle for power. The stolen maps are only the opening gambit in an epic tug-of-war between two gods hoping for rebirth. And if Kate can’t stop the cataclysmic showdown, the city may not survive…","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Vampires', 'Romance', 'Paranormal Romance', 'Shapeshifters', 'Adult', 'Fiction']",4.31,"86,948 ratings","4,395 reviews","41,819","32,284","11,025","1,367",453
Laney,Joann I Martin Sowles,"In a small college town in Northern California, Laney Alexander leads a regular, uneventful life–that is, until the charming and alluring Oliver Knight enters her world. Who is this gorgeous and mysterious stranger? Or, rather, what is he? As Laney’s sophomore year of college begins, so does an unbelievable adventure–including a love she didn’t know she longed for. She soon learns that Oliver is not ordinary, nor is the rest of his family, including a sister who openly hates her and a brother who will stop at nothing for revenge. As she fights for her life, and Oliver’s love, Laney discovers that the fictional world of vampires isn’t so fictional after all. Nobody is safe, especially Laney, Oliver’s most important priority, and he will stop at nothing to protect her. With her mortality at risk, and a commitment revealed that she, without a doubt, knows she wants, Laney’s life takes a thrilling and terrifying turn…","['Vampires', 'Paranormal', 'Paranormal Romance', 'Young Adult', 'Fantasy', 'Romance', 'Werewolves', 'Urban Fantasy', 'College', 'Fiction']",4.01,"1,901 ratings",204 reviews,803,586,315,125,72
The Lonely Polygamist,Brady Udall,"Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American family—with its inevitable dysfunctionality, heartbreak, and comedy—pushed to its outer limits.From a luminous storyteller, a highly anticipated new novel about the American family writ large.Golden Richards, husband to four wives, father to twenty-eight children, is having the mother of all midlife crises. His construction business is failing, his family has grown into an overpopulated mini-dukedom beset with insurrection and rivalry, and he is done in with grief: due to the accidental death of a daughter and the stillbirth of a son, he has come to doubt the capacity of his own heart. Brady Udall, one of our finest American fiction writers, tells a tragicomic story of a deeply faithful man who, crippled by grief and the demands of work and family, becomes entangled in an affair that threatens to destroy his family's future. Like John Irving and Richard Yates, Udall creates characters that engage us to the fullest as they grapple with the nature of need, love, and belonging.Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American family—with its inevitable dysfunctionality, heartbreak, and comedy—pushed to its outer limits.","['Fiction', 'Contemporary', 'Adult Fiction', 'Polygamy', 'Religion', 'Literary Fiction', 'Novels', 'Adult', 'Book Club', 'Family']",3.52,"15,247 ratings","2,652 reviews","2,628","5,676","4,558","1,763",622
