title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
The Obesity Code: Unlocking the Secrets of Weight Loss,Jason Fung,"Everything you believe about how to lose weight is wrong. Weight gain and obesity are driven by hormones—in everyone—and only by understanding the effects of insulin and insulin resistance can we achieve lasting weight loss.In this highly readable and provocative book, Dr. Jason Fung sets out an original, robust theory of obesity that provides startling insights into proper nutrition. In addition to his five basic steps, a set of lifelong habits that will improve your health and control your insulin levels, Dr. Fung explains how to use intermittent fasting to break the cycle of insulin resistance and reach a healthy weight—for good.","['Health', 'Nonfiction', 'Science', 'Self Help', 'Nutrition', 'Food', 'Audiobook', 'Medicine', 'Diets', 'Fitness']",4.38,"31,949 ratings","3,435 reviews","17,503","10,244","3,303",597,302
Listen to the Heartbeat,Liliana Soare,"When two powerful business tycoons clash over an orphan’s love, one’s interests will endanger her life while the other’s will keep her alive. Which one will achieve what he wants?Andrew Langston focuses his life on taking care of his mega-business, hence his irritation when he must become the legal guardian of orphan Lucy Whitfield for five months until she turns eighteen. But his discontent melts away when he meets his beautiful pupil. Not even the fact that Lucy is madly in love with business tycoon Peter Randall will stop Andrew from attempting to reach his goal. He takes advantage of the guardianship agreement provisions to keep the two lovers apart. His efforts eventually start turning the wheels until one day Lucy realizes that she’s in love with two men. They both desperately want Lucy and are not willing to back away. Their goals will turn her life upside down when they clash. But while one’s personal interests will endanger her life, the other’s will keep her alive. One of them will ultimately achieve what he wants. But which one?",[],4.88,8 ratings,5 reviews,7,1,0,0,0
The Stolen: Two Short Stories,Michelle Browne,"In ""The Fields"", Clarice is a governess on a small, remote backwater colony. Her previous misdemeanours in a nightmarishly controlling world have caught up to her, and she is taken in with other felons for re-education. Little does she know what this re-education will include...or its price.In ""WordThieves"", Sarah White is trapped in a nightmarishly bureaucratic peacenik paradise on Io. Spending her days daydreaming about untranslatable words and craving candy, her world is mostly idyllic. Until, that is, she runs into an old familiar face, and breaks the fragile tension holding her life together.What crimes are committed in the name of peace, control, and harmony? In a world where public violence is a distant memory and peer pressure is a mandated punishment, Clarice and Sarah are about to find out.",[],4.14,99 ratings,20 reviews,51,28,7,9,4
Son of a Serial Killer,Jams N. Roses,"Detective Inspector Summers hates dealing with drug addicts, thieves, violent men and women, rapists, child molesters and murderers. She wants to be a doctor in a surgery, saving the lives of the sick. Instead, she deals with the sick and twisted.Finally, she gets handed the case she wants, the reason she joined the force…A serial killer, nicknamed ‘The Phantom’ by the media, has been randomly killing for years, never leaving evidence and not close to being caught. Then one day, the frequency of murders in the city takes a turn for the worse.Her investigations lead Summers closer to Ben Green, a troubled young man losing his mind and hearing voices, and his involvement to the case slowly becomes clear…Psychological Thriller - Contains adult content – Sex & Violence – 18+","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Psychology', 'Horror', 'Mystery Thriller', 'Suspense', 'Psychological Thriller', 'Dark']",3.70,544 ratings,86 reviews,169,153,135,64,23
The South Was Right!,James Ronald Kennedy,"The South Was Right!, the Kennedy brothers dispel many commonly held beliefs about the Civil War. Their well-researched arguments demonstrate the South's many legitimate complaints during the antebellum period, including unfair taxation and unequal constitutional rights. The victorious North rewrote history to justify its invasion of the South, which was legally and culturally a separate, independent country. Furthermore, the Kennedys explain how lingering myths about the Civil War are still being used to discredit and exploit former Confederate states. The authors' bold ideas and rigorous documentation will change the way readers think about the Civil War.","['History', 'Civil War', 'Nonfiction', 'American History', 'American Civil War', 'Politics', 'Historical', 'Civil War Confederacy', 'War']",3.95,435 ratings,56 reviews,209,103,58,23,42
In Spades,K. Pinson,"Avalynn has been running from her past for a couple of years now....never very far but always extremely fast. With an alcoholic father, a void of a mother and a town full of gossip, she struggles to find her place in the world.The only thing that saved her on her path of self destruction is her beautiful little sister, her miracle. Desperately trying to save Abby from a life that Avalynn has been trying so hard to escape from, she plots to take Abby away.The plan going dangerously astray, leaving Avalynn beaten and broken in what once was the hallway mirror in her childhood home. Avalynn finally comes to in the hospital after nearly being beaten to death. Father-Dead, Mother-Missing, Abby-In foster care--Everything changing in the blink of an eye.Avalynn immediately sets to work to get her life in order , receive custody of precious Abby and focusing every ounce of attention, giving Abby the the life she deserves. Avalynn, now a 22 year old Elementary School Teacher and New Mommy, struggling to raise a beautiful and feisty five year old whom was just diagnosed with Mild Autism Disorder. Lots of challenges for her to face in the midst. Avalynn is ready to go at them all head on if it means Abby is raised in a happy and healthy home. Abby is the only thing she cares about...not even caring about herself or her life...that is...until she meets him. The man that can shatter her entire world with one glance. Their relationship a roller coaster ride from start to finish. One that Avalynn never wants to get off of..but she may not have a choice. Her happily ever after coming to a screeching halt yet again. Heartbreak, love, loss and hope--This story has it all, In Spades.","['New Adult', 'Romance', 'Contemporary Romance', 'Abuse', 'Music', 'Young Adult', 'Amazon', 'Death', 'Contemporary']",3.84,455 ratings,82 reviews,159,148,87,36,25
"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"John D. Rockefeller, Sr.--history's first billionaire and the patriarch of America's most famous dynasty--is an icon whose true nature has eluded three generations of historians. Now Ron Chernow, the National Book Award-winning biographer of the Morgan and Warburg banking families, gives us a history of the mogul ""etched with uncommon objectivity and literary grace . . . as detailed, balanced, and psychologically insightful a portrait of the tycoon as we may ever have"" (Kirkus Reviews). Titan is the first full-length biography based on unrestricted access to Rockefeller's exceptionally rich trove of papers. A landmark publication full of startling revelations, the book will indelibly alter our image of this most enigmatic capitalist.        Born the son of a flamboyant, bigamous snake-oil salesman and a pious, straitlaced mother, Rockefeller rose from rustic origins to become the world's richest man by creating America's most powerful and feared monopoly, Standard Oil. Branded ""the Octopus"" by legions of muckrakers, the trust refined and marketed nearly 90 percent of the oil produced in America.        Rockefeller was likely the most controversial businessman in our nation's history. Critics charged that his empire was built on unscrupulous tactics: grand-scale collusion with the railroads, predatory pricing, industrial espionage, and wholesale bribery of political officials. The titan spent more than thirty years dodging investigations until Teddy Roosevelt and his trustbusters embarked on a marathon crusade to bring Standard Oil to bay.        While providing abundant new evidence of Rockefeller's misdeeds, Chernow discards the stereotype of the cold-blooded monster to sketch an unforgettably human portrait of a quirky, eccentric original. A devout Baptist and temperance advocate, Rockefeller gave money more generously--his chosen philanthropies included the Rockefeller Foundation, the University of Chicago, and what is today Rockefeller University--than anyone before him. Titan presents a finely nuanced portrait of a fascinating, complex man, synthesizing his public and private lives and disclosing numerous family scandals, tragedies, and misfortunes that have never before come to light.        John D. Rockefeller's story captures a pivotal moment in American history, documenting the dramatic post-Civil War shift from small business to the rise of giant corporations that irrevocably transformed the nation. With cameos by Joseph Pulitzer, William Randolph Hearst, Jay Gould, William Vanderbilt, Ida Tarbell, Andrew Carnegie, Carl Jung, J. Pierpont Morgan, William James, Henry Clay Frick, Mark Twain, and Will Rogers, Titan turns Rockefeller's life into a vivid tapestry of American society in the late nineteenth and early twentieth centuries. It is Ron Chernow's signal triumph that he narrates this monumental saga with all the sweep, drama, and insight that this giant subject deserves.","['Biography', 'History', 'Nonfiction', 'Business', 'American History', 'Biography Memoir', 'Audiobook', 'Finance', 'Economics', 'Historical']",4.16,"30,654 ratings","1,656 reviews","14,033","10,449","4,153","1,164",855
Building Social Business: The New Kind of Capitalism That Serves Humanity's Most Pressing Needs,Muhammad Yunus,"Muhammad Yunus, the practical visionary who pioneered microcredit and, with his Grameen Bank, won the 2006 Nobel Peace Prize, has developed a visionary new dimension for capitalism which he calls “social business.” By harnessing the energy of profit-making to the objective of fulfilling human needs, social business creates self-supporting, viable commercial enterprises that generate economic growth even as they produce goods and services that make the world a better place.In this book, Yunus shows how social business has gone from being a theory to an inspiring practice, adopted by leading corporations, entrepreneurs, and social activists across Asia, South America, Europe and the US. He demonstrates how social business transforms lives; offers practical guidance for those who want to create social businesses of their own; explains how public and corporate policies must adapt to make room for the social business model; and shows why social business holds the potential to redeem the failed promise of free-market enterprise.","['Business', 'Nonfiction', 'Economics', 'International Development', 'Entrepreneurship', 'Sociology', 'Poverty', 'Leadership', 'Politics', 'Society']",3.97,"1,804 ratings",145 reviews,573,721,408,85,17
On His Knees,Adira August,"Alternative Cover Edition of ASIN B06XF2N1QPSometimes it's the cop who needs to hit the floor... As a homicide cop, every blood-soaked crime scene settled in my bones and snaked around my spine. There was only one way to exorcise the images from my soul ...Inside the club, I stopped to scan the room. He was here, Camden Snow. A Norse sex god in the guise of unpretentious youth. Only his ice-blue eyes gave evidence of the Dom who took whomever he wished, whatever way he wanted, with a look and a nod. Merciless.Cam found me watching him and fixed me with his arctic gaze. This time, I didn't walk away. He cocked an eyebrow.The last thing I needed was mercy.I dropped to my knees.M/M BDSM 13k words","['BDSM', 'M M Romance', 'Erotica', 'Contemporary', 'Romance', 'LGBT', 'Short Stories', 'Dark', 'Mystery', 'Novella']",4.01,615 ratings,123 reviews,234,214,120,34,13
The Leadership Pipeline: How to Build the Leadership Powered Company,Ram Charan,"Together, these authors have more first-hand experience in leadership development and succession planning than you're likely to find anywhere else. And here, they show companies how to create a pipeline of talent that will continuously fill their leadership needs-needs they may not even yet realize. The Leadership Pipeline delivers a proven framework for priming future leaders by planning for their development, coaching them, and measuring the results of those efforts. Moreover, the book presents a combination leadership-development/succession-planning program that ensures a steady line-up of leaders for every critical position within the company. It's an approach that bolsters the retention of intellectual capital as it eliminates the need to go outside for expensive ""stars,"" who will probably jump ship before they reach their full potential anyway.","['Leadership', 'Business', 'Management', 'Nonfiction', 'Buisness', 'Personal Development', 'Self Help', 'Reference', 'Entrepreneurship', 'How To']",3.92,"1,917 ratings",136 reviews,575,760,453,104,25
Scales and Song,L. Eveland,"We were supposed to protect the world from monsters, not become them.All I’ve ever wanted was to protect the people I love. That’s why I joined the military’s Elite Specimen Containment Unit.When I learned they were experimenting on sentient monsters, however, everything changed.Now, I have a new mission: protect a scaly winged monster named Bud and escort him to somewhere he’ll be safe from my superiors.Yet, Bud’s so sweet and perfect, I can’t help but fall for him, even though I know it’s too dangerous for us to be together. It’ll be safer for us to go our separate ways, especially when we’re being hunted.But I’ve only got so much willpower…Though Scales and Song is the second book in the Monsters in my Bed series, it can be read as a standalone novel. It features a closeted and traumatized special forces soldier, the sweet cinnamon roll monster who loves him, and a HEA.Please see the interior for content warnings.","['M M Romance', 'Monsters', 'Paranormal', 'Fantasy', 'Military Fiction', 'Supernatural', 'Paranormal Romance', 'Gay', 'Adult', 'Aliens']",4.22,544 ratings,95 reviews,248,194,78,21,3
Iacocca: An Autobiography,Lee Iacocca,"He's an American legend, a straight-shooting businessman who brought Chrysler back from the brink and in the process became a media celebrity, newsmaker, and a man many had urged to run for president.The son of Italian immigrants, Lee Iacocca rose spectacularly through the ranks of Ford Motor Company to become its president, only to be toppled eight years later in a power play that should have shattered him. But Lee Iacocca didn't get mad, he got even. He led a battle for Chrysler's survival that made his name a symbol of integrity, know-how, and guts for millions of Americans.In his classic hard-hitting style, he tells us how he changed the automobile industry in the 1960s by creating the phenomenal Mustang. He goes behind the scenes for a look at Henry Ford's reign of intimidation and manipulation. He recounts the miraculous rebirth of Chrysler from near bankruptcy to repayment of its $1.2 billion government loan so early that Washington didn't know how to cash the check.","['Biography', 'Business', 'Nonfiction', 'Autobiography', 'Management', 'Leadership', 'Memoir', 'History', 'Biography Memoir', 'Economics']",3.97,"10,369 ratings",383 reviews,,"4,097","2,126",460,230
The Upside of Falling,Alex Light,"A fun, flirty teen debut from Wattpad phenom Alex Light about a fake relationship and real love. Perfect for Jenny Han fans.It’s been years since seventeen-year-old Becca Hart believed in true love. But when her former best friend teases her for not having had a boyfriend, Becca impulsively pretends she’s been secretly seeing someone.Brett Wells has it all. As captain of the football team and one of the most popular guys in his school, he should have no problem finding someone to date, but he’s always been more focused on his future than who to bring to prom.When he overhears Becca’s lie, Brett decides to step in and be the mystery guy. It’s the perfect solution: he gets people off his back for not having a meaningful relationship and she can keep up the ruse that she’s got a boyfriend.Acting like the perfect couple isn’t easy, though, especially when you barely know the other person. But with Becca still picking up the pieces from when her world was blown apart years ago and Brett just barely holding his together now, they begin to realize they have more in common than they ever could have imagined.When the line between what is pretend and what is real begins to blur, they're forced to answer the question: Is this fake romance the realest thing in either of their lives?","['Romance', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult Romance', 'Fiction', 'Audiobook', 'High School', 'Sports Romance', 'Young Adult Contemporary']",3.62,"98,349 ratings","11,112 reviews","21,881","32,261","31,694","9,682","2,831"
Confessions of a Prairie Bitch: How I Survived Nellie Oleson and Learned to Love Being Hated,Alison Arngrim,"For seven years, Alison Arngrim played a wretched, scheming, selfish, lying, manipulative brat on one of TV history's most beloved series. Though millions of Little House on the Prairie viewers hated Nellie Oleson and her evil antics, Arngrim grew to love her character—and the freedom and confidence Nellie inspired in her.In Confessions of a Prairie Bitch, Arngrim describes growing up in Hollywood with her eccentric parents: Thor Arngrim, a talent manager to Liberace and others, whose appetite for publicity was insatiable, and legendary voice actress Norma MacMillan, who played both Gumby and Casper the Friendly Ghost. She recalls her most cherished and often wickedly funny moments behind the scenes of : Michael Landon's ""unsaintly"" habit of not wearing underwear; how she and Melissa Gilbert became best friends and accidentally got drunk on rum cakes at 7-Eleven; and the only time she and Katherine MacGregor   appeared in public in costume, provoking a posse of elementary schoolgirls to attack them.Arngrim relays all this and more with biting wit, but she also bravely recounts her life's challenges: her struggle to survive a history of traumatic abuse, depression, and paralyzing shyness; the ""secret"" her father kept from her for twenty years; and the devastating loss of her "" husband"" and best friend, Steve Tracy, to AIDS, which inspired her second career in social and political activism. Arngrim describes how Nellie Oleson taught her to be bold, daring, and determined, and how she is eternally grateful to have had the biggest little bitch on the prairie to show her the way.","['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Biography Memoir', 'Humor', 'Audiobook', 'Adult', 'Tv', 'Abuse']",4.04,"16,216 ratings","2,003 reviews","5,961","6,428","2,774",645,
The Screaming Staircase,Jonathan Stroud,"When the dead come back to haunt the living, Lockwood & Co. step in . . .For more than fifty years, the country has been affected by a horrifying epidemic of ghosts. A number of Psychic Investigations Agencies have sprung up to destroy the dangerous apparitions.Lucy Carlyle, a talented young agent, arrives in London hoping for a notable career. Instead she finds herself joining the smallest, most ramshackle agency in the city, run by the charismatic Anthony Lockwood. When one of their cases goes horribly wrong, Lockwood & Co. have one last chance of redemption. Unfortunately this involves spending the night in one of the most haunted houses in England, and trying to escape alive.Set in a city stalked by spectres, The Screaming Staircase is the first in a chilling new series full of suspense, humour and truly terrifying ghosts. Your nights will never be the same again . . .","['Fantasy', 'Young Adult', 'Mystery', 'Horror', 'Paranormal', 'Middle Grade', 'Fiction', 'Ghosts', 'Supernatural', 'Adventure']",4.24,"58,364 ratings","7,729 reviews","25,716","23,519","7,204","1,211",714
Breaking Free: Discover the Victory of Total Surrender,Beth Moore,"A best-selling book now available in paperback for the first time!Do you want to know God and really believe Him? Do you want to find satisfaction in God, experience His peace, and enjoy His presence? Do you want to make the freedom Christ promised a reality in your daily life?In Breaking Free , Beth Moore embarks on a study of selected passages from the book of Isaiah, drawing several parallels between the captive Israelites and today’s Christians, in order to show how to make freedom in Christ a daily reality. Moore teaches readers to remove obstacles that hinder freedom by identifying spiritual strongholds in their lives and overcoming them through the truth of God’s Word—truth that will set us free.","['Christian', 'Nonfiction', 'Christian Living', 'Faith', 'Spirituality', 'Christianity', 'Christian Non Fiction', 'Religion', 'Inspirational', 'Self Help']",4.38,"13,802 ratings",237 reviews,"8,145","3,572","1,478",358,249
The Centurion's Wife,Davis Bunn,"Janette Oke has dreamed for years of retelling a story in a biblical time frame from a female protagonist's perspective, and Davis Bunn is elated to be working with her again on this sweeping saga of the dramatic events surrounding the birth of Christianity...and the very personal story of Leah, a young Jewess of mixed heritage trapped in a vortex of competing political agendas and private trauma.Caught up in the maelstrom following the death of an obscure rabbi in the Roman backwater of first-century Palestine, Leah finds herself also engulfed in her own turmoil--facing the prospect of an arranged marriage to a Roman soldier, Alban, who seems to care for nothing but his own ambitions. Head of the garrison near Galilee, he has been assigned by Palestine's governor to ferret out the truth behind rumors of a political execution gone awry. Leah's mistress, the governor's wife, secretly commissions Leah also to discover what really has become of this man whose death--and missing body--is causing such furor.This epic drama is threaded with the tale of an unlikely romance and framed with dangers and betrayals from unexpected sources. At its core, The Centurion's Wife unfolds the testing of loyalties--between two young people whose inner searchings they cannot express, between their irreconcilable heritages, and ultimately between their humanity and the Divine they yearn to encounter.","['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Biblical Fiction', 'Historical', 'Romance', 'Historical Romance', 'Christian Romance', 'Biblical']",4.08,"14,475 ratings",927 reviews,"6,259",,"2,650",701,360
As Sure as the Dawn,Francine Rivers,"The third installment in the Mark of the Lion trilogy.Following A Voice in the Wind and An Echo in the Darkness, As Sure as the Dawn continues the chronicles of Hadassah, a Christian slave woman living during the height of the Roman Empire. She has saved the life of the scorned child of a disreputable Roman woman and the Germanic gladiator, Atretes. For her faith, Hadassah now languishes in condemnation, awaiting death in a dungeon beneath the arena. Atretes, who holds fast to his dreams of revenge for the slaughter of his people, wants his son back. So he seeks out John the Beloved, who is the key to finding the custodian of his son, and brings his war-weary soul closer to redemption.","['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Christian Romance', 'Biblical Fiction', 'Religion', 'Adult']",4.41,"40,106 ratings","1,632 reviews","23,723","10,575","4,503","1,003",302
Fancy Pants,Cathy Marie Hake,"When Britisher Lady Sydney Hathwell's father dies, the American who planned to wed her suddenly reneges. Stranded in America and penniless, Sydney contacts a relative in Texas who, mistaking her male-sounding name, invites his ""nephew"" to join him on his ranch.""Big Tim"" Creighton, however, is appalled when this mincing fop arrives at Forsaken. He determines he'll turn Fancy Pants Hathwell into a man before the boss returns home. From the get-go, he has ""the kid"" mucking stalls, clearing and plowing a field, and assisting with a difficult calving. But when Sydney's true identity is uncovered, Tim resents being deceived. Yet in time, he also finds that he doesn't like all the attention Sydney garners now that she's wearing pretty gowns...Together Sydney and Tim will discover the importance of family and what it means to be a man--and a woman--of God.","['Christian Fiction', 'Romance', 'Historical Fiction', 'Christian', 'Historical', 'Fiction', 'Christian Romance', 'Historical Romance', 'Westerns', 'Adult']",4.02,"7,328 ratings",472 reviews,"2,939","2,347","1,460",402,180
Short Nights of the Shadow Catcher: The Epic Life and Immortal Photographs of Edward Curtis,Timothy Egan,"How a lone man's epic obsession led to one of America's greatest cultural treasures: Prize-winning writer Timothy Egan tells the riveting, cinematic story behind the most famous photographs in Native American history -- and the driven, brilliant man who made them.Edward Curtis was charismatic, handsome, a passionate mountaineer, and a famous photographer, the Annie Leibovitz of his time. He moved in rarefied circles, a friend to presidents, vaudeville stars, leading thinkers. And he was thirty-two years old in 1900 when he gave it all up to pursue his Great Idea: to capture on film the continent’s original inhabitants before the old ways disappeared.An Indiana Jones with a camera, Curtis spent the next three decades traveling from the Havasupai at the bottom of the Grand Canyon to the Acoma on a high mesa in New Mexico to the Salish in the rugged Northwest rain forest, documenting the stories and rituals of more than eighty tribes. It took tremendous perseverance - ten years alone to persuade the Hopi to allow him into their Snake Dance ceremony. And the undertaking changed him profoundly, from detached observer to outraged advocate. Eventually Curtis took more than 40,000 photographs, preserved 10,000 audio recordings, and is credited with making the first narrative documentary film. In the process, the charming rogue with the grade school education created the most definitive archive of the American Indian.His most powerful backer was Theodore Roosevelt, and his patron was J. P. Morgan. Despite the friends in high places, he was always broke and often disparaged as an upstart in pursuit of an impossible dream. He completed his masterwork in 1930, when he published the last of the twenty volumes. A nation in the grips of the Depression ignored it. But today rare Curtis photogravures bring high prices at auction, and he is hailed as a visionary. In the end he fulfilled his promise: He made the Indians live forever.","['History', 'Nonfiction', 'Biography', 'Photography', 'Art', 'American History', 'Historical', 'Westerns', 'Native Americans', 'Biography Memoir']",4.08,"9,303 ratings","1,172 reviews","3,808","3,450","1,323",440,
In the Garden of Iden,Kage Baker,"This is the first novel in what has become one of the most popular series in contemporary SF, now back in print from Tor. In the 24th century, the Company preserves works of art and extinct forms of life (for profit of course). It recruits orphans from the past, renders them all but immortal, and trains them to serve the Company, Dr. Zeus. One of these is Mendoza the botanist. She is sent to Elizabethan England to collect samples from the garden of Sir Walter Iden.But while there, she meets Nicholas Harpole, with whom she falls in love. And that love sounds great bells of change that will echo down the centuries, and through the succeeding novels of The Company.","['Science Fiction', 'Time Travel', 'Fiction', 'Historical Fiction', 'Fantasy', 'Romance', 'Historical', 'Science Fiction Fantasy', 'Adult', 'Alternate History']",3.77,"5,654 ratings",574 reviews,"1,454","2,194","1,423",431,152
Seeress of Kell,David Eddings,"Now in the final stages of their quest for his son, Garion and his companions travel to Kell to consult the only undamaged copy of the Malloreon Gospels. For centuries the Seers have guarded this book from the Grolims and even had their wizards put a curse on those who tried to enter Kell.","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Adventure', 'Magic', 'Childrens', 'Epic']",4.14,"45,465 ratings",487 reviews,"19,084","15,958","8,365","1,617",441
King of Battle and Blood,Scarlett St. Clair,"Their Union Is His Revenge.Isolde de Lara considers her wedding day her death day. To end a years-long war, she is to marry vampire king, Adrian Aleksandr Vasiliev, and kill him.But her assassination attempt is thwarted and Adrian threatens that if Isolde tries to kill him again, he will raise her as the undead. Faced with the possibility of becoming the thing she hates most, Isolde seeks other ways to defy him and survive the brutal vampire court.Except it isn’t the court she fears most — it’s Adrian. Despite their undeniable chemistry, she wonders why the king — fierce, savage, merciless — chose her as consort.The answer will shatter her world.","['Fantasy', 'Romance', 'Vampires', 'Fantasy Romance', 'Paranormal', 'Adult', 'Fiction', 'New Adult', 'Paranormal Romance', 'Magic']",3.75,"100,035 ratings","11,922 reviews","27,143","35,862","25,326",,"3,227"
Dry,Neal Shusterman,"When the California drought escalates to catastrophic proportions, one teen is forced to make life and death decisions for her family in this harrowing story of survival,The drought—or the Tap-Out, as everyone calls it—has been going on for a while now. Everyone’s lives have become an endless list of don’ts: don’t water the lawn, don’t fill up your pool, don’t take long showers.Until the taps run dry.Suddenly, Alyssa’s quiet suburban street spirals into a warzone of desperation; neighbors and families turned against each other on the hunt for water. And when her parents don’t return and her life—and the life of her brother—is threatened, Alyssa has to make impossible choices if she’s going to survive.","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Survival', 'Contemporary', 'Realistic Fiction', 'Adventure', 'Teen']",4.02,"43,847 ratings","7,843 reviews","14,022","19,321","8,423","1,665",416
Five Total Strangers,Natalie D. Richards,"A hitched ride home in a snow storm turns sinister when one of the passengers is plotting for the ride to end in disaster.When Mira flies home to spend Christmas with her mother in Pittsburgh, a record-breaking blizzard results in a cancelled layover. Desperate to get to her grief-ridden mother in the wake of a family death, Mira hitches a ride with a group of friendly college kids who were on her initial flight.As the drive progresses and weather conditions become more treacherous, Mira realizes that the four other passengers she's stuck in the car with don't actually know one another.Soon, they're not just dealing with heavy snowfall and ice-slick roads, but the fact that somebody will stop at nothing to ensure their trip ends in a deadly disaster.","['Thriller', 'Mystery', 'Young Adult', 'Audiobook', 'Fiction', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Horror', 'Christmas']",3.31,"62,386 ratings","6,791 reviews","7,429","18,216","25,326","9,356","2,059"
All Her Little Secrets,Wanda M. Morris,"In this fast-paced thriller, Wanda M. Morris crafts a twisty mystery about a black lawyer who gets in over her head after the sudden death of her boss. A debut perfect for fans of Attica Locke, Alyssa Cole, Harlan Coben, and Celeste Ng, with shades of How to Get Away with Murder and John Grisham’s The Firm.Everyone has something to hide...Ellice Littlejohn seemingly has it all: an Ivy League law degree, a well-paying job as a corporate attorney in midtown Atlanta, great friends, and a “for fun” relationship with a rich, charming executive—her white boss, Michael.But everything changes one cold January morning when Ellice goes to meet Michael… and finds him dead with a gunshot to his head.And then she walks away like nothing has happened. Why? Ellice has been keeping a cache of dark secrets, including a small-town past and a kid brother who’s spent time on the other side of the law. She can’t be thrust into the spotlight—.But instead of grieving this tragedy, people are gossiping, the police are getting suspicious, and Ellice, the company’s lone black attorney, is promoted to replace Michael. While the opportunity is a dream-come-true, Ellice just can’t shake the feeling that something is off.When she uncovers shady dealings inside the company, Ellice is trapped in an impossible ethical and moral dilemma. Suddenly, Ellice’s past and present lives collide as she launches into a pulse-pounding race to protect the brother she tried to save years ago and stop a conspiracy far more sinister than she could have ever imagined…","['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Contemporary', 'Crime', 'Adult Fiction']",3.69,"17,918 ratings","2,398 reviews","3,159","7,582","5,818","1,138",221
Troubled Blood,Robert Galbraith,"Private Detective Cormoran Strike is visiting his family in Cornwall when he is approached by a woman asking for help finding her mother, Margot Bamborough — who went missing in mysterious circumstances in 1974.Strike has never tackled a cold case before, let alone one forty years old. But despite the slim chance of success, he is intrigued and takes it on; adding to the long list of cases that he and his partner in the agency, Robin Ellacott, are currently working on. And Robin herself is also juggling a messy divorce and unwanted male attention, as well as battling her own feelings about Strike.As Strike and Robin investigate Margot's disappearance, they come up against a fiendishly complex case with leads that include tarot cards, a psychopathic serial killer and witnesses who cannot all be trusted. And they learn that even cases decades old can prove to be deadly . . .","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Detective', 'Contemporary', 'British Literature', 'Adult']",4.37,"120,498 ratings","11,596 reviews","63,619","42,326","11,251","1,966","1,336"
Teeth,Hannah Moskowitz,"A gritty, romantic modern fairy tale from the author of Break and Gone, Gone, Gone.Be careful what you believe in.Rudy’s life is flipped upside-down when his family moves to a remote island in a last attempt to save his sick younger brother. With nothing to do but worry, Rudy sinks deeper and deeper into loneliness and lies awake at night listening to the screams of the ocean beneath his family’s rickety house.Then he meets Diana, who makes him wonder what he even knows about love, and Teeth, who makes him question what he knows about anything. Rudy can’t remember the last time he felt so connected to someone, but being friends with Teeth is more than a little bit complicated. He soon learns that Teeth has terrible secrets. Violent secrets. Secrets that will force Rudy to choose between his own happiness and his brother’s life.","['Young Adult', 'Fantasy', 'LGBT', 'Paranormal', 'Contemporary', 'Mermaids', 'Fiction', 'Magical Realism', 'Romance', 'Queer']",3.81,"3,464 ratings",744 reviews,"1,159","1,104",745,280,176
